alias	brand	family	line	model	model_code	priority	source_policy
z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
galaxyzflip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
самс z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
Galaxy Z Flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
samsung z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
самсунг z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
самс galaxy z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
samsung galaxy z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
самсунг galaxy z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
самсунг галакси z flip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
zfold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
galaxyzfold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
самс z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
Galaxy Z Fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
samsung z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
самсунг z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
самс galaxy z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
samsung galaxy z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
самсунг galaxy z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
самсунг галакси z fold5	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold5	SAMSUNG_GALAXY_Z_FOLD5	75	generated_alias_delta_v1_1
m355g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
galaxym355g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
самс m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
Galaxy M35 5G	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
samsung m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
самсунг m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
самс galaxy m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
samsung galaxy m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
самсунг galaxy m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
самсунг галакси m35 5g	SAMSUNG	GALAXY_M	M35	Galaxy M35 5G	SAMSUNG_GALAXY_M35_5G	75	generated_alias_delta_v1_1
m555g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
galaxym555g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
самс m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
Galaxy M55 5G	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
samsung m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
самсунг m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
самс galaxy m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
samsung galaxy m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
самсунг galaxy m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
самсунг галакси m55 5g	SAMSUNG	GALAXY_M	M55	Galaxy M55 5G	SAMSUNG_GALAXY_M55_5G	75	generated_alias_delta_v1_1
xperia1vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
xperia 1 vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
sonyxperia1vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
Sony Xperia 1 VI	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
сони xperia 1 vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
sony sony xperia 1 vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
сони sony xperia 1 vi	SONY	XPERIA_1	VI	Sony Xperia 1 VI	SONY_SONY_XPERIA_1_VI	75	generated_alias_delta_v1_1
v50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
vivov50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
vivo V50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
виво v50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
vivo vivo v50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
виво vivo v50	VIVO	VIVO_V	V50	vivo V50	VIVO_VIVO_V50	75	generated_alias_delta_v1_1
14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
ми 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
xiaomi14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
сяоми 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
Xiaomi 14T	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
ксяоми 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
ми xiaomi 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
сяоми xiaomi 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
xiaomi xiaomi 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
ксяоми xiaomi 14t	XIAOMI	XIAOMI_T	14T	Xiaomi 14T	XIAOMI_XIAOMI_14T	75	generated_alias_delta_v1_1
zenfone11ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
zenfone 11 ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
asuszenfone11ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
ASUS Zenfone 11 Ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
асус zenfone 11 ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
asus asus zenfone 11 ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
асус asus zenfone 11 ultra	ASUS	ZENFONE	11	ASUS Zenfone 11 Ultra	ASUS_ASUS_ZENFONE_11_ULTRA	60	generated_alias_delta_v1_1
blackviewbv9900pro	BLACKVIEW	BV	9900	Blackview BV9900 Pro	BLACKVIEW_BLACKVIEW_BV9900_PRO	60	generated_alias_delta_v1_1
Blackview BV9900 Pro	BLACKVIEW	BV	9900	Blackview BV9900 Pro	BLACKVIEW_BLACKVIEW_BV9900_PRO	60	generated_alias_delta_v1_1
блэквью blackview bv9900 pro	BLACKVIEW	BV	9900	Blackview BV9900 Pro	BLACKVIEW_BLACKVIEW_BV9900_PRO	60	generated_alias_delta_v1_1
blackview blackview bv9900 pro	BLACKVIEW	BV	9900	Blackview BV9900 Pro	BLACKVIEW_BLACKVIEW_BV9900_PRO	60	generated_alias_delta_v1_1
cats75	CAT	CAT_S	S75	CAT S75	CAT_CAT_S75	60	generated_alias_delta_v1_1
CAT S75	CAT	CAT_S	S75	CAT S75	CAT_CAT_S75	60	generated_alias_delta_v1_1
cat cat s75	CAT	CAT_S	S75	CAT S75	CAT_CAT_S75	60	generated_alias_delta_v1_1
caterpillar cat s75	CAT	CAT_S	S75	CAT S75	CAT_CAT_S75	60	generated_alias_delta_v1_1
катерпиллар cat s75	CAT	CAT_S	S75	CAT S75	CAT_CAT_S75	60	generated_alias_delta_v1_1
hot50pro	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
hot 50 pro+	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
infinixhot50pro	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
Infinix Hot 50 Pro+	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
инфиникс hot 50 pro+	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
infinix infinix hot 50 pro+	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
инфиникс infinix hot 50 pro+	INFINIX	HOT	50	Infinix Hot 50 Pro+	INFINIX_INFINIX_HOT_50_PRO_PLUS	60	generated_alias_delta_v1_1
note40pro5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
note 40 pro+ 5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
infinixnote40pro5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
Infinix Note 40 Pro+ 5G	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
инфиникс note 40 pro+ 5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
infinix infinix note 40 pro+ 5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
инфиникс infinix note 40 pro+ 5g	INFINIX	NOTE	40	Infinix Note 40 Pro+ 5G	INFINIX_INFINIX_NOTE_40_PRO_PLUS_5G	60	generated_alias_delta_v1_1
3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
nokia3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
Nokia 3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
нокиа 3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
nokia nokia 3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
нокиа nokia 3310	NOKIA	NOKIA_OLD	3310	Nokia 3310	NOKIA_NOKIA_3310	60	generated_alias_delta_v1_1
g425g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
g42 5g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
nokiag425g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
Nokia G42 5G	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
нокиа g42 5g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
nokia nokia g42 5g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
нокиа nokia g42 5g	NOKIA	NOKIA_G	G42	Nokia G42 5G	NOKIA_NOKIA_G42_5G	60	generated_alias_delta_v1_1
cmfphone1	NOTHING	CMF_PHONE	PHONE_1	CMF Phone 1	NOTHING_CMF_PHONE_1	60	generated_alias_delta_v1_1
CMF Phone 1	NOTHING	CMF_PHONE	PHONE_1	CMF Phone 1	NOTHING_CMF_PHONE_1	60	generated_alias_delta_v1_1
насинг cmf phone 1	NOTHING	CMF_PHONE	PHONE_1	CMF Phone 1	NOTHING_CMF_PHONE_1	60	generated_alias_delta_v1_1
nothing cmf phone 1	NOTHING	CMF_PHONE	PHONE_1	CMF Phone 1	NOTHING_CMF_PHONE_1	60	generated_alias_delta_v1_1
a5pro5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
a5 pro 5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
oppoa5pro5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
OPPO A5 Pro 5G	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
оппо a5 pro 5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
oppo oppo a5 pro 5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
оппо oppo a5 pro 5g	OPPO	OPPO_A	A5	OPPO A5 Pro 5G	OPPO_OPPO_A5_PRO_5G	60	generated_alias_delta_v1_1
c75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
realmec75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
realme C75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
реалми c75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
realme realme c75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
реалми realme c75	REALME	REALME_C	C75	realme C75	REALME_REALME_C75	60	generated_alias_delta_v1_1
xperia5v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
xperia 5 v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
sonyxperia5v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
Sony Xperia 5 V	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
сони xperia 5 v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
sony sony xperia 5 v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
сони sony xperia 5 v	SONY	XPERIA_5	V	Sony Xperia 5 V	SONY_SONY_XPERIA_5_V	60	generated_alias_delta_v1_1
camon30pro5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
camon 30 pro 5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
tecnocamon30pro5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
Tecno Camon 30 Pro 5G	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
текно camon 30 pro 5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
tecno tecno camon 30 pro 5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
текно tecno camon 30 pro 5g	TECNO	CAMON	30	Tecno Camon 30 Pro 5G	TECNO_TECNO_CAMON_30_PRO_5G	60	generated_alias_delta_v1_1
spark20pro	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
spark 20 pro+	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
tecnospark20pro	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
Tecno Spark 20 Pro+	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
текно spark 20 pro+	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
tecno tecno spark 20 pro+	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
текно tecno spark 20 pro+	TECNO	SPARK	20	Tecno Spark 20 Pro+	TECNO_TECNO_SPARK_20_PRO_PLUS	60	generated_alias_delta_v1_1
ulefonearmor27tpro	ULEFONE	ARMOR	27	Ulefone Armor 27T Pro	ULEFONE_ULEFONE_ARMOR_27T_PRO	60	generated_alias_delta_v1_1
Ulefone Armor 27T Pro	ULEFONE	ARMOR	27	Ulefone Armor 27T Pro	ULEFONE_ULEFONE_ARMOR_27T_PRO	60	generated_alias_delta_v1_1
улефон ulefone armor 27t pro	ULEFONE	ARMOR	27	Ulefone Armor 27T Pro	ULEFONE_ULEFONE_ARMOR_27T_PRO	60	generated_alias_delta_v1_1
ulefone ulefone armor 27t pro	ULEFONE	ARMOR	27	Ulefone Armor 27T Pro	ULEFONE_ULEFONE_ARMOR_27T_PRO	60	generated_alias_delta_v1_1
y2005g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
y200 5g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
vivoy2005g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
vivo Y200 5G	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
виво y200 5g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
vivo vivo y200 5g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
виво vivo y200 5g	VIVO	VIVO_Y	Y200	vivo Y200 5G	VIVO_VIVO_Y200_5G	60	generated_alias_delta_v1_1
